id,date,time,hour,weekday,steps,HR,intensity
8,2019-05-31,2019-05-31T08:00:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:01:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:02:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:03:00Z,8,Fri,0,80,0
8,2019-05-31,2019-05-31T08:04:00Z,8,Fri,0,80,0
8,2019-05-31,2019-05-31T08:05:00Z,8,Fri,0,84,0
8,2019-05-31,2019-05-31T08:06:00Z,8,Fri,6,83,1
8,2019-05-31,2019-05-31T08:07:00Z,8,Fri,0,79,0
8,2019-05-31,2019-05-31T08:08:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:09:00Z,8,Fri,0,77,0
8,2019-05-31,2019-05-31T08:10:00Z,8,Fri,20,87,1
8,2019-05-31,2019-05-31T08:11:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:12:00Z,8,Fri,0,79,0
8,2019-05-31,2019-05-31T08:13:00Z,8,Fri,0,78,0
8,2019-05-31,2019-05-31T08:14:00Z,8,Fri,0,79,0
8,2019-05-31,2019-05-31T08:15:00Z,8,Fri,6,77,1
8,2019-05-31,2019-05-31T08:16:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:17:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:18:00Z,8,Fri,0,82,0
8,2019-05-31,2019-05-31T08:19:00Z,8,Fri,0,74,0
8,2019-05-31,2019-05-31T08:20:00Z,8,Fri,0,84,0
8,2019-05-31,2019-05-31T08:21:00Z,8,Fri,0,80,0
8,2019-05-31,2019-05-31T08:22:00Z,8,Fri,0,80,0
8,2019-05-31,2019-05-31T08:23:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:24:00Z,8,Fri,10,80,1
8,2019-05-31,2019-05-31T08:25:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:26:00Z,8,Fri,0,88,0
8,2019-05-31,2019-05-31T08:27:00Z,8,Fri,0,84,0
8,2019-05-31,2019-05-31T08:28:00Z,8,Fri,6,91,1
8,2019-05-31,2019-05-31T08:29:00Z,8,Fri,0,95,0
8,2019-05-31,2019-05-31T08:30:00Z,8,Fri,0,97,0
8,2019-05-31,2019-05-31T08:31:00Z,8,Fri,0,95,0
8,2019-05-31,2019-05-31T08:32:00Z,8,Fri,0,92,0
8,2019-05-31,2019-05-31T08:33:00Z,8,Fri,0,87,0
8,2019-05-31,2019-05-31T08:34:00Z,8,Fri,0,87,0
8,2019-05-31,2019-05-31T08:35:00Z,8,Fri,11,82,1
8,2019-05-31,2019-05-31T08:36:00Z,8,Fri,0,84,0
8,2019-05-31,2019-05-31T08:37:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:38:00Z,8,Fri,0,85,0
8,2019-05-31,2019-05-31T08:39:00Z,8,Fri,0,82,0
8,2019-05-31,2019-05-31T08:40:00Z,8,Fri,0,82,0
8,2019-05-31,2019-05-31T08:41:00Z,8,Fri,0,82,0
8,2019-05-31,2019-05-31T08:42:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:43:00Z,8,Fri,0,82,0
8,2019-05-31,2019-05-31T08:44:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:45:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:46:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:47:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:48:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:49:00Z,8,Fri,19,85,1
8,2019-05-31,2019-05-31T08:50:00Z,8,Fri,18,90,1
8,2019-05-31,2019-05-31T08:51:00Z,8,Fri,57,84,1
8,2019-05-31,2019-05-31T08:52:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:53:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:54:00Z,8,Fri,0,86,0
8,2019-05-31,2019-05-31T08:55:00Z,8,Fri,0,81,0
8,2019-05-31,2019-05-31T08:56:00Z,8,Fri,0,83,0
8,2019-05-31,2019-05-31T08:57:00Z,8,Fri,0,86,0
8,2019-05-31,2019-05-31T08:58:00Z,8,Fri,4,86,1
8,2019-05-31,2019-05-31T08:59:00Z,8,Fri,0,85,0
8,2019-05-31,2019-05-31T09:00:00Z,9,Fri,0,83,0
8,2019-05-31,2019-05-31T09:01:00Z,9,Fri,0,84,0
8,2019-05-31,2019-05-31T09:02:00Z,9,Fri,0,85,0
8,2019-05-31,2019-05-31T09:03:00Z,9,Fri,0,84,0
8,2019-05-31,2019-05-31T09:04:00Z,9,Fri,0,85,0
8,2019-05-31,2019-05-31T09:05:00Z,9,Fri,0,89,0
8,2019-05-31,2019-05-31T09:06:00Z,9,Fri,0,85,0
8,2019-05-31,2019-05-31T09:07:00Z,9,Fri,0,84,0
8,2019-05-31,2019-05-31T09:08:00Z,9,Fri,0,83,0
8,2019-05-31,2019-05-31T09:09:00Z,9,Fri,0,84,0
8,2019-05-31,2019-05-31T09:10:00Z,9,Fri,0,91,0
8,2019-05-31,2019-05-31T09:11:00Z,9,Fri,14,89,1
